ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
DAL,'Delta Air Lines, Inc.',2019-01-15T07:00:00.000Z,TAS,1.27,1.3,2.44,EST,-18000000,EQUITY
UAL,'United Airlines Holdings, Inc.',2019-01-15T16:15:00.000Z,TAS,2.04,2.41,18.2,EST,-18000000,EQUITY
FRC-PI,First Republic Bank,2019-01-15T08:00:00.000Z,TAS,1.23,1.29,5.05,EST,-18000000,EQUITY
FRC,First Republic Bank,2019-01-15T08:00:00.000Z,TAS,1.23,1.29,5.05,EST,-18000000,EQUITY
NCBS,'Nicolet Bankshares, Inc.',2019-01-15T16:05:00.000Z,TAS,0.98,1.11,13.85,EST,-18000000,EQUITY
FRC-PK,First Republic Bank,2019-01-15T08:00:00.000Z,TAS,1.23,1.29,5.05,EST,-18000000,EQUITY
HGYMF,'Hogy Medical Co.,Ltd.',2019-01-16T01:00:00.000Z,TAS,,36.26,,EST,-18000000,EQUITY
JPM,JPMorgan Chase & Co.,2019-01-15T06:53:00.000Z,TAS,2.2,1.98,-10,EST,-18000000,EQUITY
WFC,Wells Fargo & Company,2019-01-15T08:00:00.000Z,TAS,1.17,1.21,3.15,EST,-18000000,EQUITY
CLSK,'CleanSpark, Inc.',2019-01-15T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
FULT,Fulton Financial Corporation,2019-01-15T16:30:00.000Z,TAS,0.35,0.33,-5.71,EST,-18000000,EQUITY
SNV-PE,Synovus Financial Corp.,2019-01-15T06:30:00.000Z,TAS,0.93,0.87,-6.65,EST,-18000000,EQUITY
HAFC,Hanmi Financial Corporation,2019-01-15T16:05:00.000Z,TAS,0.51,0.46,-9.09,EST,-18000000,EQUITY
SNV,Synovus Financial Corp.,2019-01-15T06:30:00.000Z,TAS,0.93,0.87,-6.65,EST,-18000000,EQUITY
JPM-PJ,JPMorgan Chase & Co.,2019-01-15T06:53:00.000Z,TAS,2.2,1.98,-10,EST,-18000000,EQUITY
WFC-PZ,Wells Fargo & Company,2019-01-15T08:00:00.000Z,TAS,1.17,1.21,3.15,EST,-18000000,EQUITY
PNFPP,'Pinnacle Financial Partners, Inc.',2019-01-15T17:10:00.000Z,TAS,1.23,1.25,1.79,EST,-18000000,EQUITY
PNFP,'Pinnacle Financial Partners, Inc.',2019-01-15T17:10:00.000Z,TAS,1.23,1.25,1.79,EST,-18000000,EQUITY
UNH,UnitedHealth Group Incorporated,2019-01-15T05:55:00.000Z,TAS,3.21,3.28,2.21,EST,-18000000,EQUITY
INFO,IHS Markit Ltd.,2019-01-15T06:00:00.000Z,TAS,0.55,0.57,4.01,UTC,0,EQUITY
