ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
SDVKF,Sandvik AB (publ),2021-01-21T02:00:00.000Z,TAS,2.43,2.71,11.48,EST,-18000000,EQUITY
SDVKY,Sandvik AB (publ),2021-01-21T02:00:00.000Z,TAS,0.16,0.32,96.88,EST,-18000000,EQUITY
UAL,'United Airlines Holdings, Inc.',2021-01-20T17:00:00.000Z,TAS,-6.64,-7,-5.45,EST,-18000000,EQUITY
ARLLF,Argan SA,2021-01-20T14:19:00.000Z,TAS,,,,EST,-18000000,EQUITY
AA,Alcoa Corporation,2021-01-20T16:10:00.000Z,TAS,0.11,0.26,132.14,EST,-18000000,EQUITY
ADN,'Advent Technologies Holdings, Inc.',2021-01-20T17:03:00.000Z,TAS,,,,EST,-18000000,EQUITY
ARSMF,Ares Strategic Mining Inc.,2021-01-20T15:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
IDXG,'Interpace Biosciences, Inc.',2021-01-20T06:17:00.000Z,TAS,-1.2,-1.54,-28.55,EST,-18000000,EQUITY
NUVB,Nuvation Bio Inc.,2021-01-20T17:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
USB,U.S. Bancorp,2021-01-20T06:45:00.000Z,TAS,0.95,0.95,0.32,EST,-18000000,EQUITY
CBSH,'Commerce Bancshares, Inc.',2021-01-20T06:00:00.000Z,TAS,0.89,1.06,18.37,EST,-18000000,EQUITY
BEDU,Bright Scholar Education Holdings Limited,2021-01-20T17:00:00.000Z,TAS,1.42,1.61,13.78,EST,-18000000,EQUITY
CTBI,'Community Trust Bancorp, Inc.',2021-01-20T08:15:00.000Z,TAS,0.92,0.89,-3.26,EST,-18000000,EQUITY
SBBZF,Soilbuild Business Space REIT,2021-01-21T04:20:00.000Z,TAS,,,,UTC,0,EQUITY
PACW,PacWest Bancorp,2021-01-20T17:00:00.000Z,TAS,0.67,0.99,46.88,EST,-18000000,EQUITY
INBK,First Internet Bancorp,2021-01-20T16:28:00.000Z,TAS,0.85,1.12,32.08,EST,-18000000,EQUITY
BOKF,BOK Financial Corporation,2021-01-20T07:55:00.000Z,TAS,1.92,2.21,14.92,EST,-18000000,EQUITY
BKNIY,'Bankinter, S.A.',2021-01-21T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
BPHMF,'Biofermin Pharmaceutical Co., Ltd.',2021-01-21T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
BK,The Bank of New York Mellon Corporation,2021-01-20T06:30:00.000Z,TAS,0.91,0.96,5.26,EST,-18000000,EQUITY
LMST,'Limestone Bancorp, Inc.',2021-01-20T16:05:00.000Z,TAS,0.2,0.42,110,EST,-18000000,EQUITY
BKIMF,'Bankinter, S.A.',2021-01-21T02:00:00.000Z,TAS,0.08,0.1,29.87,EST,-18000000,EQUITY
STL,Sterling Bancorp,2021-01-20T16:10:00.000Z,TAS,0.46,0.49,5.6,UTC,0,EQUITY
PLXS,Plexus Corp.,2021-01-20T16:15:00.000Z,TAS,1.09,1.23,12.84,EST,-18000000,EQUITY
KPCPF,Kasikornbank Public Company Limited,2021-01-20T19:44:00.000Z,TAS,,5.6,,EST,-18000000,EQUITY
PG,The Procter & Gamble Company,2021-01-20T07:00:00.000Z,TAS,1.51,1.64,8.68,EST,-18000000,EQUITY
CPAMF,CapitaLand Integrated Commercial Trust,2021-01-20T17:20:00.000Z,TAS,0.03,0.02,-17.86,EST,-18000000,EQUITY
FCCO,First Community Corporation,2021-01-20T09:00:00.000Z,TAS,0.34,0.46,36.09,EST,-18000000,EQUITY
HWC,Hancock Whitney Corporation,2021-01-20T16:03:00.000Z,TAS,0.9,1.17,29.71,EST,-18000000,EQUITY
SI,Silvergate Capital Corporation,2021-01-20T16:02:00.000Z,TAS,0.38,0.47,22.72,EST,-18000000,EQUITY
WTFC,Wintrust Financial Corporation,2021-01-20T16:42:00.000Z,TAS,1.41,1.63,15.52,EST,-18000000,EQUITY
CFG,'Citizens Financial Group, Inc.',2021-01-20T06:20:00.000Z,TAS,0.91,0.99,8.67,EST,-18000000,EQUITY
FAST,Fastenal Company,2021-01-20T06:50:00.000Z,TAS,0.33,0.34,3.03,EST,-18000000,EQUITY
UMPQ,Umpqua Holdings Corporation,2021-01-20T16:15:00.000Z,TAS,0.48,0.68,40.79,EST,-18000000,EQUITY
NVEC,NVE Corporation,2021-01-20T16:17:00.000Z,TAS,,,,EST,-18000000,EQUITY
