ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AEHR,2019-04-04T16:05:00.000Z,TAS,-0.08,-0.07,12.5,EDT,-14400000,EQUITY
SNAAF,2019-04-05T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALTG,2019-04-04T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EMSHF,2019-04-05T00:38:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BSET,2019-04-04T09:01:00.000Z,TAS,0.08,0.06,-27.71,EDT,-14400000,EQUITY
NGM,2019-04-04T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STZ,2019-04-04T07:30:00.000Z,TAS,1.71,1.84,7.41,EDT,-14400000,EQUITY
MITO,2019-04-04T16:11:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STZ-B,2019-04-04T07:30:00.000Z,TAS,1.71,1.84,7.41,EDT,-14400000,EQUITY
SMPL,2019-04-04T07:03:00.000Z,TAS,0.13,0.15,17.19,EDT,-14400000,EQUITY
CRTD,2019-04-04T17:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
URPTF,2019-04-04T17:30:00.000Z,TAS,0.12,-0.01,-108.33,UTC,0,EQUITY
TOETF,2019-04-05T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
FLWPF,2019-04-04T16:05:00.000Z,TAS,-0.03,-0.05,-66.67,EDT,-14400000,EQUITY
CRTDW,2019-04-04T17:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FC,2019-04-04T16:05:00.000Z,TAS,-0.27,-0.25,8.76,EDT,-14400000,EQUITY
SGIPF,2019-04-05T02:30:00.000Z,TAS,63.37,88.01,38.88,EDT,-14400000,EQUITY
GLOFF,2019-04-05T02:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JMDAD,2019-04-04T17:40:00.000Z,TAS,,,,UTC,0,EQUITY
GDDFF,2019-04-04T06:30:00.000Z,TAS,-0.08,-0.13,-66.67,EDT,-14400000,EQUITY
DLTH,2019-04-04T16:05:00.000Z,TAS,0.75,0.64,-15.12,EDT,-14400000,EQUITY
SRUUF,2019-04-04T17:30:00.000Z,TAS,0.12,-0.01,-108.33,EDT,-14400000,EQUITY
SECO,2019-04-04T07:20:00.000Z,TAS,1.43,1.02,-28.67,EDT,-14400000,EQUITY
JMDA,2019-04-04T17:40:00.000Z,TAS,,,,UTC,0,EQUITY
RHUHF,2019-04-04T09:51:00.000Z,TAS,0.23,0.18,-21.74,EDT,-14400000,EQUITY
SILK,2019-04-04T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SCHN,2019-04-04T08:00:00.000Z,TAS,0.46,0.48,4.35,EDT,-14400000,EQUITY
RPM,2019-04-04T06:45:00.000Z,TAS,0.11,0.14,22.81,EDT,-14400000,EQUITY
MBCFF,2019-04-04T22:35:00.000Z,TAS,-0.04,-1.43,-3467.5,UTC,0,EQUITY
THTX,2019-04-04T07:41:00.000Z,TAS,0.01,-0.02,-385.71,EDT,-14400000,EQUITY
MBCF,2019-04-04T22:35:00.000Z,TAS,-0.04,-1.43,-3467.5,EDT,-14400000,EQUITY
LECNF,2019-04-05T01:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STKR,2019-04-05T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
WFPCF,2019-04-05T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
