ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
OONEF,2020-02-06T08:09:00.000Z,TAS,,,,EST,-18000000,EQUITY
OCQLF,2020-02-06T08:09:00.000Z,TAS,,,,UTC,0,EQUITY
SPRBF,2020-02-07T02:05:00.000Z,TAS,2.2,1.71,-22.27,EST,-18000000,EQUITY
UEPS,2020-02-06T16:06:00.000Z,TAS,-0.03,-0.1,-233.33,EST,-18000000,EQUITY
TWOU,2020-02-06T16:01:00.000Z,TAS,-0.18,-0.18,-1.12,EST,-18000000,EQUITY
DSDVF,2020-02-07T01:31:00.000Z,TAS,5.25,4.9,-6.67,EST,-18000000,EQUITY
SAABF,2020-02-07T01:30:00.000Z,TAS,7.28,6.6,-9.34,EST,-18000000,EQUITY
NHYKF,2020-02-07T00:59:00.000Z,TAS,0.3,-0.12,-139.6,EST,-18000000,EQUITY
NTCYF,2020-02-06T17:05:00.000Z,TAS,2.43,2.55,4.81,EST,-18000000,EQUITY
MLLCF,2020-02-06T13:28:00.000Z,TAS,,,,EST,-18000000,EQUITY
VBVBF,2020-02-06T05:39:00.000Z,TAS,,0.19,,EST,-18000000,EQUITY
MT,2020-02-06T10:25:00.000Z,TAS,-0.46,-0.22,52.17,EST,-18000000,EQUITY
ASX,2020-02-07T04:55:00.000Z,TAS,0.09,0.1,7.78,EST,-18000000,EQUITY
AHKSF,2020-02-06T22:30:00.000Z,TAS,17.6,18.72,6.38,EST,-18000000,EQUITY
APDN,2020-02-06T16:03:00.000Z,TAS,-1.24,-1.12,9.68,EST,-18000000,EQUITY
AKRTF,2020-02-07T01:10:00.000Z,TAS,0.22,0.08,-64.13,EST,-18000000,EQUITY
CBLAQ,2020-02-06T16:15:00.000Z,TAS,0,0.27,8900,UTC,0,EQUITY
ATVI,2020-02-06T16:05:00.000Z,TAS,1.19,1.23,3.36,EST,-18000000,EQUITY
ARW,2020-02-06T08:00:00.000Z,TAS,2.17,2.2,1.43,EST,-18000000,EQUITY
EPSFF,2020-02-07T01:36:00.000Z,TAS,,,,EST,-18000000,EQUITY
FCAU,2020-02-06T07:37:00.000Z,TAS,0.93,0.97,4.53,UTC,0,EQUITY
YRAIF,2020-02-07T02:36:00.000Z,TAS,0.59,0.8,34.91,EST,-18000000,EQUITY
SKSBF,2020-02-07T03:05:00.000Z,TAS,5.49,5.32,-3.01,EST,-18000000,EQUITY
MTTRY,2020-02-07T01:52:00.000Z,TAS,,0.47,,EST,-18000000,EQUITY
AGCO,2020-02-06T07:30:00.000Z,TAS,1.55,0.94,-39.28,EST,-18000000,EQUITY
AVXL,2020-02-06T07:00:00.000Z,TAS,-0.14,-0.12,14.29,EST,-18000000,EQUITY
ASYS,2020-02-06T16:29:00.000Z,TAS,-0.09,-0.14,-47.37,EST,-18000000,EQUITY
CLPBF,2020-02-06T07:29:00.000Z,TAS,5.01,5.12,2.13,EST,-18000000,EQUITY
ADDLF,2020-02-06T05:15:00.000Z,TAS,,,,EST,-18000000,EQUITY
AKEJF,2020-02-07T01:00:00.000Z,TAS,75.69,75.94,0.32,EST,-18000000,EQUITY
CBL,2020-02-06T16:15:00.000Z,TAS,0,0.27,8900,EST,-18000000,EQUITY
AETUF,2020-02-06T17:32:00.000Z,TAS,0.09,-0.03,-133.33,EST,-18000000,EQUITY
DFDDF,2020-02-06T14:01:00.000Z,TAS,,2.21,,EST,-18000000,EQUITY
NDCVF,2020-02-07T02:04:00.000Z,TAS,0.01,0.03,500,EST,-18000000,EQUITY
NHYDY,2020-02-07T00:59:00.000Z,TAS,,,,EST,-18000000,EQUITY
WMS,2020-02-06T06:40:00.000Z,TAS,0.33,0.28,-14.11,EST,-18000000,EQUITY
MTAGF,2020-02-07T01:52:00.000Z,TAS,,0.47,,EST,-18000000,EQUITY
KNNVF,2020-02-06T05:19:00.000Z,TAS,,,,UTC,0,EQUITY
NNA,2020-02-06T08:09:00.000Z,TAS,,,,UTC,0,EQUITY
XMMRF,2020-02-07T03:11:00.000Z,TAS,,,,EST,-18000000,EQUITY
BRKS,2020-02-06T16:01:00.000Z,TAS,0.24,0.23,-2.13,UTC,0,EQUITY
AFXXF,2020-02-07T02:47:00.000Z,TAS,1.99,3.26,63.57,UTC,0,EQUITY
ALCO,2020-02-06T16:47:00.000Z,TAS,,,,EST,-18000000,EQUITY
ARHCF,2020-02-07T01:30:00.000Z,TAS,,46.61,,EST,-18000000,EQUITY
AVNW,2020-02-06T16:11:00.000Z,TAS,0.07,-0.08,-225,EST,-18000000,EQUITY
AHH-PA,2020-02-06T06:00:00.000Z,TAS,0.11,0.09,-18.18,EST,-18000000,EQUITY
BDX,2020-02-06T06:00:00.000Z,TAS,2.63,2.65,0.88,EST,-18000000,EQUITY
AHH,2020-02-06T06:00:00.000Z,TAS,0.11,0.09,-18.18,EST,-18000000,EQUITY
