ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
MICLF,2018-07-13T02:09:00.000Z,TAS,3.12,1.77,-43.21,EDT,-14400000,EQUITY
CWQXF,2018-07-13T02:00:00.000Z,TAS,2.65,2.53,-4.67,EDT,-14400000,EQUITY
AKRYY,2018-07-13T01:00:00.000Z,TAS,-0.12,0.44,457.72,EDT,-14400000,EQUITY
ATAZF,2018-07-13T01:39:00.000Z,TAS,0.94,0.77,-17.91,EDT,-14400000,EQUITY
DETNF,2018-07-13T01:00:00.000Z,TAS,0.42,0.38,-9.52,EDT,-14400000,EQUITY
SUEZF,2018-07-12T05:46:00.000Z,TAS,0.1,0.1,0,EDT,-14400000,EQUITY
DAL,2018-07-12T07:00:00.000Z,TAS,1.72,1.77,2.73,EDT,-14400000,EQUITY
GRRMF,2018-07-12T04:53:00.000Z,TAS,0.96,0.83,-13.81,EDT,-14400000,EQUITY
NTABF,2018-07-13T01:30:00.000Z,TAS,0.62,0.58,-6.15,UTC,0,EQUITY
CLOEF,2018-07-13T02:39:00.000Z,TAS,0.3,0.32,8.47,EDT,-14400000,EQUITY
BBAGF,2018-07-12T12:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PSKRF,2018-07-12T10:00:00.000Z,TAS,1.65,0.84,-48.94,EDT,-14400000,EQUITY
QFREF,2018-07-13T02:09:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OYIEF,2018-07-12T11:15:00.000Z,TAS,0.25,0.24,-4,UTC,0,EQUITY
MDRDF,2018-07-13T01:00:00.000Z,TAS,1.67,1.9,13.77,UTC,0,EQUITY
AFXXF,2018-07-13T02:00:00.000Z,TAS,2.83,2.91,2.9,UTC,0,EQUITY
ARTW,2018-07-12T14:26:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ASPU,2018-07-12T16:14:00.000Z,TAS,-0.11,-0.15,-30.43,EDT,-14400000,EQUITY
GJNSF,2018-07-13T02:00:00.000Z,TAS,2.14,2.01,-5.99,EDT,-14400000,EQUITY
SREDF,2018-07-13T03:39:00.000Z,TAS,1.16,1.46,26.08,EDT,-14400000,EQUITY
AKKVF,2018-07-13T01:00:00.000Z,TAS,-0.12,0.44,457.72,EDT,-14400000,EQUITY
ORKLF,2018-07-13T00:59:00.000Z,TAS,0.86,0.92,6.48,EDT,-14400000,EQUITY
TAGMF,2018-07-13T02:30:00.000Z,TAS,0.02,0,-100,UTC,0,EQUITY
SUEZY,2018-07-12T05:46:00.000Z,TAS,0.1,0.1,0,EDT,-14400000,EQUITY
ONPPF,2018-07-13T02:00:00.000Z,TAS,-1.9,-3.27,-72.11,EDT,-14400000,EQUITY
CBSH,2018-07-12T06:00:00.000Z,TAS,0.81,0.92,12.53,EDT,-14400000,EQUITY
CBSHP,2018-07-12T06:00:00.000Z,TAS,0.81,0.92,12.53,UTC,0,EQUITY
LEDS,2018-07-12T06:57:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MDDCF,2018-07-13T03:00:00.000Z,TAS,,5.45,,EDT,-14400000,EQUITY
NTIC,2018-07-12T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HGMCF,2018-07-12T08:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CIIHF,2018-07-12T08:55:00.000Z,TAS,0.32,0.24,-25,EDT,-14400000,EQUITY
TKCOF,2018-07-13T02:00:00.000Z,TAS,,44.97,,EDT,-14400000,EQUITY
EMMS,2018-07-12T06:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HMY,2018-07-12T08:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NODAF,2018-07-13T02:30:00.000Z,TAS,,74.84,,UTC,0,EQUITY
ELMUF,2018-07-13T01:30:00.000Z,TAS,0.47,0.49,3.38,EDT,-14400000,EQUITY
KSHB,2018-07-12T16:10:00.000Z,TAS,0,-0.03,,UTC,0,EQUITY
OPSSF,2018-07-12T07:00:00.000Z,TAS,-0.01,-0.01,0,EDT,-14400000,EQUITY
ORMP,2018-07-13T01:21:00.000Z,TAS,-0.29,-0.3,-3.45,EDT,-14400000,EQUITY
